date,event_name,venue,gender,match_type,winner,won_by_runs,won_by_wickets,player_of_match,toss_winner,toss_decision,batting_first_team,batting_first_runs,batting_first_wickets,batting_first_overs,batting_second_team,batting_second_runs,batting_second_wickets,batting_second_overs,target_runs,target_overs,file_name
7/25/2007,Bangladesh in Sri Lanka ODI Series,R Premadasa Stadium,male,ODI,Sri Lanka,39,,J Mubarak,Bangladesh,field,Sri Lanka,196,10,39.5,Bangladesh,157,10,37.1,197,40,293483.json
8/16/2007,,Titwood,male,ODI,India,,7,G Gambhir,India,field,Scotland,203,9,46,India,212,3,39.5,209,46,275789.json
8/21/2007,NatWest Series,The Rose Bowl,male,ODI,England,104,,IR Bell,India,field,England,288,2,50,India,184,10,50,289,50,258471.json
8/22/2007,South Africa in Zimbabwe ODI Series,Queens Sports Club,male,ODI,South Africa,,5,GB Brent,Zimbabwe,bat,Zimbabwe,206,10,50,South Africa,210,5,46.5,207,50,300486.json
8/24/2007,NatWest Series,County Ground,male,ODI,India,9,,R Dravid,India,bat,India,329,7,50,England,320,8,50,330,50,258472.json
8/25/2007,South Africa in Zimbabwe ODI Series,Harare Sports Club,male,ODI,South Africa,,8,HH Gibbs,South Africa,field,Zimbabwe,247,7,50,South Africa,251,2,39.1,248,50,300487.json
8/26/2007,South Africa in Zimbabwe ODI Series,Harare Sports Club,male,ODI,South Africa,28,,AB de Villiers,South Africa,bat,South Africa,323,9,50,Zimbabwe,295,7,50,324,50,300488.json
8/27/2007,NatWest Series,Edgbaston,male,ODI,England,42,,IR Bell,India,field,England,281,8,50,India,239,10,48.1,282,50,258473.json
8/30/2007,NatWest Series,Old Trafford,male,ODI,England,,3,SCJ Broad,India,bat,India,212,10,49.4,England,213,7,48,213,50,258474.json
9/2/2007,NatWest Series,Headingley,male,ODI,India,38,,SC Ganguly,England,field,India,324,6,50.1,England,242,8,39,281,39,258475.json
9/5/2007,NatWest Series,Kennington Oval,male,ODI,India,,2,SR Tendulkar,England,bat,England,316,6,50,India,317,8,49.4,317,50,258476.json
9/8/2007,NatWest Series,Lord's,male,ODI,England,,7,KP Pietersen,India,bat,India,187,10,47.3,England,188,3,36.2,188,50,258477.json
9/29/2007,Australia in India ODI Series,M Chinnaswamy Stadium,male,ODI,,,,,Australia,bat,Australia,307,7,50,India,9,1,2.4,308,50,297793.json
10/1/2007,England in Sri Lanka ODI Series,Rangiri Dambulla International Stadium,male,ODI,Sri Lanka,119,,MF Maharoof,Sri Lanka,bat,Sri Lanka,269,7,50,England,150,10,34.5,270,50,291217.json
10/2/2007,Australia in India ODI Series,Nehru Stadium,male,ODI,Australia,84,,BJ Haddin,India,field,Australia,306,6,50,India,222,10,47.3,307,50,297794.json
10/4/2007,England in Sri Lanka ODI Series,Rangiri Dambulla International Stadium,male,ODI,England,65,,OA Shah,England,bat,England,234,8,50,Sri Lanka,169,10,44.3,235,50,291218.json
10/5/2007,Australia in India ODI Series,Rajiv Gandhi International Stadium,male,ODI,Australia,47,,A Symonds,Australia,bat,Australia,290,7,50,India,243,10,47.4,291,50,297795.json
10/8/2007,Australia in India ODI Series,Sector 16 Stadium,male,ODI,India,8,,MS Dhoni,India,bat,India,291,4,50,Australia,283,7,50,292,50,297796.json
10/10/2007,England in Sri Lanka ODI Series,R Premadasa Stadium,male,ODI,England,,5,AN Cook,Sri Lanka,bat,Sri Lanka,211,9,50,England,212,5,46.5,212,50,291220.json
10/11/2007,Australia in India ODI Series,Reliance Stadium,male,ODI,Australia,,9,MG Johnson,India,bat,India,148,10,39.4,Australia,149,1,25.5,149,50,297797.json
10/13/2007,England in Sri Lanka ODI Series,R Premadasa Stadium,male,ODI,Sri Lanka,107,,CRD Fernando,Sri Lanka,bat,Sri Lanka,211,10,48.1,England,104,10,29.1,212,50,291221.json
10/14/2007,Australia in India ODI Series,Vidarbha Cricket Association Ground,male,ODI,Australia,18,,A Symonds,Australia,bat,Australia,317,8,50,India,299,7,50,318,50,297798.json
10/17/2007,Australia in India ODI Series,Wankhede Stadium,male,ODI,India,,2,M Kartik,Australia,bat,Australia,193,10,41.3,India,195,8,46,194,50,297799.json
10/18/2007,Canada in Kenya ODI Series,Gymkhana Club Ground,male,ODI,Kenya,,4,,Kenya,field,Canada,230,10,48.3,Kenya,233,6,48.4,231,50,296685.json
10/18/2007,South Africa in Pakistan ODI Series,Gaddafi Stadium,male,ODI,South Africa,45,,AB de Villiers,South Africa,bat,South Africa,294,5,50,Pakistan,249,10,46.3,295,50,299006.json
10/20/2007,Canada in Kenya ODI Series,Gymkhana Club Ground,male,ODI,Kenya,,4,,Canada,bat,Canada,189,10,47.1,Kenya,193,6,43.1,190,50,296687.json
10/20/2007,South Africa in Pakistan ODI Series,Gaddafi Stadium,male,ODI,Pakistan,25,,Mohammad Yousuf,Pakistan,bat,Pakistan,265,9,50,South Africa,240,10,49.3,266,50,299007.json
10/23/2007,South Africa in Pakistan ODI Series,Iqbal Stadium,male,ODI,Pakistan,,6,Shahid Afridi,South Africa,bat,South Africa,197,10,49.2,Pakistan,202,4,48.1,198,50,299008.json
10/25/2007,Bermuda in Kenya ODI Series,Gymkhana Club Ground,male,ODI,Kenya,,8,,Kenya,field,Bermuda,174,10,41.2,Kenya,175,2,28.2,175,50,313992.json
10/26/2007,South Africa in Pakistan ODI Series,Multan Cricket Stadium,male,ODI,South Africa,,7,SM Pollock,Pakistan,bat,Pakistan,230,9,50,South Africa,233,3,37.4,231,50,299009.json
10/27/2007,Bermuda in Kenya ODI Series,Gymkhana Club Ground,male,ODI,Kenya,,3,,Bermuda,bat,Bermuda,183,9,50,Kenya,187,7,44.1,184,50,313993.json
10/28/2007,Bermuda in Kenya ODI Series,Gymkhana Club Ground,male,ODI,Kenya,,1,,Bermuda,bat,Bermuda,167,10,46.4,Kenya,169,9,36.2,168,50,313994.json
10/29/2007,South Africa in Pakistan ODI Series,Gaddafi Stadium,male,ODI,South Africa,14,,M Ntini,South Africa,bat,South Africa,233,9,50,Pakistan,219,10,46.2,234,50,299010.json
11/5/2007,Pakistan in India ODI Series,Nehru Stadium,male,ODI,India,,5,MS Dhoni,Pakistan,bat,Pakistan,239,7,50,India,242,5,47,240,50,297801.json
11/8/2007,Pakistan in India ODI Series,Punjab Cricket Association Stadium,male,ODI,Pakistan,,4,Younis Khan,India,bat,India,321,9,49.5,Pakistan,322,6,49.5,322,50,297802.json
11/11/2007,Pakistan in India ODI Series,Green Park,male,ODI,India,46,,Yuvraj Singh,Pakistan,field,India,294,6,50,Pakistan,248,10,47.2,295,50,297803.json
11/15/2007,Pakistan in India ODI Series,Captain Roop Singh Stadium,male,ODI,India,,6,SR Tendulkar,Pakistan,bat,Pakistan,255,6,50,India,260,4,46.3,256,50,297804.json
11/18/2007,Pakistan in India ODI Series,Sawai Mansingh Stadium,male,ODI,Pakistan,31,,Shoaib Malik,India,field,Pakistan,306,6,50,India,275,10,49.4,307,50,297805.json
11/25/2007,New Zealand in South Africa ODI Series,Kingsmead,male,ODI,South Africa,,2,AB de Villiers,South Africa,field,New Zealand,248,6,50,South Africa,249,8,50,249,50,298796.json
11/30/2007,New Zealand in South Africa ODI Series,St George's Park,male,ODI,New Zealand,,7,JM How,South Africa,bat,South Africa,209,9,50,New Zealand,210,3,38.4,210,50,298797.json
11/30/2007,West Indies in Zimbabwe ODI Series,Harare Sports Club,male,ODI,Zimbabwe,30,,CJ Chibhabha,West Indies,field,Zimbabwe,274,8,50,West Indies,244,8,50,275,50,317578.json
12/2/2007,New Zealand in South Africa ODI Series,Newlands,male,ODI,South Africa,,5,HH Gibbs,New Zealand,bat,New Zealand,238,8,50,South Africa,242,5,45.2,239,50,298798.json
12/2/2007,West Indies in Zimbabwe ODI Series,Harare Sports Club,male,ODI,West Indies,110,,RS Morton,Zimbabwe,field,West Indies,286,10,50,Zimbabwe,176,10,44.3,287,50,317579.json
12/7/2007,West Indies in Zimbabwe ODI Series,Queens Sports Club,male,ODI,West Indies,,5,JE Taylor,West Indies,field,Zimbabwe,232,9,50,West Indies,234,5,47,233,50,317581.json
12/14/2007,Chappell-Hadlee Trophy,Adelaide Oval,male,ODI,Australia,,7,RT Ponting,New Zealand,bat,New Zealand,254,7,50,Australia,255,3,42.3,255,50,291345.json
12/16/2007,Chappell-Hadlee Trophy,Sydney Cricket Ground,male,ODI,,,,,New Zealand,bat,New Zealand,30,3,6,,,,,,,291346.json
12/20/2007,Chappell-Hadlee Trophy,Bellerive Oval,male,ODI,Australia,114,,RT Ponting,New Zealand,field,Australia,282,6,50,New Zealand,168,10,34,283,50,291347.json
12/26/2007,Bangladesh in New Zealand ODI Series,Eden Park,male,ODI,New Zealand,,6,JM How,New Zealand,field,Bangladesh,201,10,46.3,New Zealand,203,4,42.4,202,50,300426.json
12/28/2007,Bangladesh in New Zealand ODI Series,McLean Park,male,ODI,New Zealand,102,,PG Fulton,New Zealand,bat,New Zealand,335,5,50,Bangladesh,181,6,43,284,43,300427.json
12/31/2007,Bangladesh in New Zealand ODI Series,Queenstown Events Centre,male,ODI,New Zealand,,10,DL Vettori,New Zealand,field,Bangladesh,93,10,37.5,New Zealand,95,0,6,94,50,300428.json
1/20/2008,West Indies in South Africa ODI Series,SuperSport Park,male,ODI,South Africa,,6,JP Duminy,South Africa,field,West Indies,175,10,35.5,South Africa,176,4,34,176,36,298805.json
1/21/2008,Zimbabwe in Pakistan ODI Series,National Stadium,male,ODI,Pakistan,104,,Nasir Jamshed,Zimbabwe,field,Pakistan,347,5,50,Zimbabwe,243,7,50,348,50,325800.json
1/24/2008,Zimbabwe in Pakistan ODI Series,Niaz Stadium,male,ODI,Pakistan,,5,Sohail Tanvir,Zimbabwe,bat,Zimbabwe,238,8,49.5,Pakistan,239,5,46.2,239,50,325801.json
1/25/2008,West Indies in South Africa ODI Series,Newlands,male,ODI,South Africa,86,,SM Pollock,South Africa,bat,South Africa,255,9,50,West Indies,169,10,48.2,256,50,298806.json
1/27/2008,West Indies in South Africa ODI Series,St George's Park,male,ODI,South Africa,,7,JH Kallis,West Indies,bat,West Indies,252,7,50,South Africa,256,3,48.4,253,50,298807.json
1/27/2008,Zimbabwe in Pakistan ODI Series,Multan Cricket Stadium,male,ODI,Pakistan,37,,Shahid Afridi,Pakistan,bat,Pakistan,272,9,50,Zimbabwe,235,7,50,273,50,325802.json
1/30/2008,Zimbabwe in Pakistan ODI Series,Iqbal Stadium,male,ODI,Pakistan,,7,Shoaib Malik,Zimbabwe,bat,Zimbabwe,244,10,49.5,Pakistan,245,3,47.1,245,50,325803.json
2/1/2008,West Indies in South Africa ODI Series,Kingsmead,male,ODI,South Africa,,5,AB de Villiers,West Indies,bat,West Indies,263,9,50,South Africa,266,5,47.5,264,50,298808.json
2/2/2008,Zimbabwe in Pakistan ODI Series,Sheikhupura Stadium,male,ODI,Pakistan,,7,Younis Khan,Zimbabwe,bat,Zimbabwe,181,10,45.4,Pakistan,187,3,30.5,182,50,325804.json
2/3/2008,Commonwealth Bank Series,Brisbane Cricket Ground,male,ODI,,,,,India,bat,India,194,10,45,Australia,51,3,7.2,141,26,291359.json
2/3/2008,West Indies in South Africa ODI Series,New Wanderers Stadium,male,ODI,South Africa,,8,HH Gibbs,South Africa,field,West Indies,295,7,50,South Africa,211,2,28.5,211,31,298809.json
2/5/2008,Commonwealth Bank Series,Brisbane Cricket Ground,male,ODI,,,,,India,bat,India,267,4,50,,,,,,,291360.json
2/8/2008,Commonwealth Bank Series,Sydney Cricket Ground,male,ODI,Australia,128,,NW Bracken,Australia,bat,Australia,253,6,50,Sri Lanka,125,10,31.3,254,50,291361.json
2/9/2008,England in New Zealand ODI Series,Westpac Stadium,male,ODI,New Zealand,,6,SB Styris,England,bat,England,130,10,49.4,New Zealand,131,4,30,131,50,300437.json
2/10/2008,Commonwealth Bank Series,Melbourne Cricket Ground,male,ODI,India,,5,I Sharma,Australia,bat,Australia,159,10,43.1,India,160,5,45.5,160,50,291362.json
2/12/2008,England in New Zealand ODI Series,Seddon Park,male,ODI,New Zealand,,10,JD Ryder,New Zealand,field,England,158,10,35.1,New Zealand,165,0,18.1,165,36,300438.json
2/15/2008,Commonwealth Bank Series,Western Australia Cricket Association Ground,male,ODI,Australia,63,,AC Gilchrist,Australia,bat,Australia,236,10,49.4,Sri Lanka,173,10,45.3,237,50,291364.json
2/15/2008,England in New Zealand ODI Series,Eden Park,male,ODI,England,,6,PD Collingwood,England,field,New Zealand,234,9,50,England,229,4,44,229,47,300439.json
2/17/2008,Commonwealth Bank Series,Adelaide Oval,male,ODI,Australia,50,,MJ Clarke,Australia,bat,Australia,203,9,50,India,153,10,41.2,204,50,291365.json
2/19/2008,Commonwealth Bank Series,Adelaide Oval,male,ODI,India,,2,KC Sangakkara,Sri Lanka,bat,Sri Lanka,238,6,50,India,239,8,49.1,239,50,291366.json
2/20/2008,England in New Zealand ODI Series,McLean Park,male,ODI,,,,JM How,New Zealand,field,England,340,6,50,New Zealand,340,7,50,341,50,300440.json
2/21/2008,ICC Women's World Cup Qualifying Series,Stellenbosch University 1,female,ODI,South Africa,227,,C Brits,South Africa,bat,South Africa,277,5,50,Netherlands,50,10,41.4,278,50,312291.json
2/22/2008,Commonwealth Bank Series,Melbourne Cricket Ground,male,ODI,Australia,24,,MEK Hussey,Sri Lanka,field,Australia,184,7,50,Sri Lanka,77,4,29.3,102,29.3,291367.json
2/22/2008,ICC Women's World Cup Qualifying Series,Stellenbosch University 1,female,ODI,South Africa,,7,OV Anderson,Ireland,bat,Ireland,107,10,47.4,South Africa,108,3,27.4,108,50,312295.json
2/22/2008,ICC Women's World Cup Qualifying Series,Stellenbosch University 2,female,ODI,Pakistan,94,,L Egging,Pakistan,bat,Pakistan,162,10,45.5,Netherlands,68,9,31.2,163,50,312296.json
2/23/2008,England in New Zealand ODI Series,AMI Stadium,male,ODI,New Zealand,34,,BB McCullum,New Zealand,field,England,242,7,50,New Zealand,213,6,37,180,37,300441.json
2/24/2008,Commonwealth Bank Series,Sydney Cricket Ground,male,ODI,Australia,18,,RT Ponting,Australia,bat,Australia,317,7,50.1,India,299,10,49.1,318,50,291368.json
2/26/2008,Commonwealth Bank Series,Bellerive Oval,male,ODI,India,,7,P Kumar,India,field,Sri Lanka,179,10,47.1,India,180,3,32.2,180,50,291369.json
2/29/2008,Commonwealth Bank Series,Melbourne Cricket Ground,male,ODI,Sri Lanka,13,,AC Gilchrist,Sri Lanka,bat,Sri Lanka,221,10,50,Australia,208,10,48.1,222,50,291370.json
3/2/2008,Commonwealth Bank Series,Sydney Cricket Ground,male,ODI,India,,6,SR Tendulkar,Australia,bat,Australia,239,8,50,India,242,4,45.5,240,50,291371.json
3/4/2008,Commonwealth Bank Series,Brisbane Cricket Ground,male,ODI,India,9,,P Kumar,India,bat,India,258,9,50,Australia,249,10,49.4,259,50,291372.json
3/9/2008,South Africa in Bangladesh ODI Series,Chittagong Divisional Stadium,male,ODI,South Africa,,9,GC Smith,Bangladesh,bat,Bangladesh,178,10,48.2,South Africa,180,1,36.5,179,50,323949.json
3/12/2008,South Africa in Bangladesh ODI Series,Shere Bangla National Stadium,male,ODI,South Africa,,7,A Nel,Bangladesh,bat,Bangladesh,173,10,48.2,South Africa,179,3,48.1,174,50,323950.json
3/14/2008,South Africa in Bangladesh ODI Series,Shere Bangla National Stadium,male,ODI,South Africa,,7,JA Morkel,Bangladesh,bat,Bangladesh,143,10,42.5,South Africa,147,3,34.2,144,50,323951.json
4/8/2008,Bangladesh in Pakistan ODI Series,Gaddafi Stadium,male,ODI,Pakistan,152,,Mohammad Yousuf,Pakistan,bat,Pakistan,322,5,50,Bangladesh,129,10,29.5,282,39,343759.json
4/10/2008,Sri Lanka in West Indies ODI Series,Queen's Park Oval,male,ODI,West Indies,,1,DJ Bravo,West Indies,field,Sri Lanka,235,7,50,West Indies,236,9,50,236,50,319134.json
4/11/2008,Bangladesh in Pakistan ODI Series,Iqbal Stadium,male,ODI,Pakistan,,7,Salman Butt,Bangladesh,bat,Bangladesh,225,8,48.2,Pakistan,160,3,23.2,158,25,343760.json
4/12/2008,Sri Lanka in West Indies ODI Series,Queen's Park Oval,male,ODI,West Indies,,7,S Chanderpaul,West Indies,field,Sri Lanka,112,5,30.3,West Indies,125,3,20.3,125,25,319135.json
4/13/2008,Bangladesh in Pakistan ODI Series,Gaddafi Stadium,male,ODI,Pakistan,23,,Salman Butt,Pakistan,bat,Pakistan,308,8,50,Bangladesh,285,7,50,309,50,343761.json
4/15/2008,Sri Lanka in West Indies ODI Series,Beausejour Stadium,male,ODI,,,,,West Indies,field,Sri Lanka,257,8,50,West Indies,81,2,18.2,258,50,319136.json
4/16/2008,Bangladesh in Pakistan ODI Series,Multan Cricket Stadium,male,ODI,Pakistan,,7,Shakib Al Hasan,Bangladesh,bat,Bangladesh,210,10,49.1,Pakistan,212,3,44.3,211,50,343762.json
4/19/2008,Bangladesh in Pakistan ODI Series,National Stadium,male,ODI,Pakistan,150,,Mohammad Asif,Pakistan,bat,Pakistan,329,9,50,Bangladesh,179,10,40.5,330,50,343763.json
5/8/2008,Women's Asia Cup,Welagedara Stadium,female,ODI,India,,8,SL Pujare,Sri Lanka,bat,Sri Lanka,123,9,50,India,124,2,26,124,50,341302.json
5/11/2008,Women's Asia Cup,Welagedara Stadium,female,ODI,India,177,,A Rawat,India,bat,India,260,7,50,Sri Lanka,83,10,35.2,261,50,341306.json
6/8/2008,Kitply Cup,Shere Bangla National Stadium,male,ODI,Pakistan,70,,Salman Butt,Bangladesh,field,Pakistan,233,10,39.3,Bangladesh,163,8,40,234,40,345468.json
6/10/2008,Kitply Cup,Shere Bangla National Stadium,male,ODI,India,140,,V Sehwag,India,bat,India,330,8,50,Pakistan,190,10,35.4,331,50,345469.json
6/12/2008,Kitply Cup,Shere Bangla National Stadium,male,ODI,India,,7,G Gambhir,Bangladesh,bat,Bangladesh,222,10,49.5,India,223,3,35.1,223,50,345470.json
6/14/2008,Kitply Cup,Shere Bangla National Stadium,male,ODI,Pakistan,25,,Younis Khan,Pakistan,bat,Pakistan,315,4,50,India,290,10,48.2,316,50,345471.json
6/15/2008,NatWest Series,Riverside Ground,male,ODI,England,114,,KP Pietersen,New Zealand,field,England,307,5,50,New Zealand,193,10,42.5,308,50,296904.json
6/18/2008,NatWest Series,Edgbaston,male,ODI,,,,,New Zealand,field,England,162,10,24,New Zealand,127,2,19,160,23,296905.json
6/21/2008,NatWest Series,County Ground,male,ODI,New Zealand,22,,KD Mills,England,field,New Zealand,182,10,50,England,160,10,46.3,183,50,296906.json
6/24/2008,Australia in West Indies ODI Series,Arnos Vale Ground,male,ODI,Australia,84,,SE Marsh,West Indies,field,Australia,273,8,50,West Indies,189,10,39.5,274,50,319143.json
6/24/2008,Asia Cup,Gaddafi Stadium,male,ODI,Bangladesh,96,,Mohammad Ashraful,Bangladesh,bat,Bangladesh,300,8,50,United Arab Emirates,204,10,45.4,301,50,335346.json
6/24/2008,Asia Cup,National Stadium,male,ODI,Pakistan,155,,Sohail Tanvir,Pakistan,bat,Pakistan,288,9,50,Hong Kong,133,10,37.2,289,50,335347.json
6/25/2008,NatWest Series,Kennington Oval,male,ODI,New Zealand,,1,SB Styris,New Zealand,field,England,245,10,49.4,New Zealand,246,9,50,246,50,296907.json
6/25/2008,Asia Cup,Gaddafi Stadium,male,ODI,Sri Lanka,131,,KC Sangakkara,Bangladesh,field,Sri Lanka,357,9,50,Bangladesh,226,7,50,358,50,335348.json
6/25/2008,Asia Cup,National Stadium,male,ODI,India,256,,SK Raina,India,bat,India,374,4,50,Hong Kong,118,10,36.5,375,50,335349.json
6/26/2008,Asia Cup,Gaddafi Stadium,male,ODI,Sri Lanka,142,,BAW Mendis,Sri Lanka,bat,Sri Lanka,290,9,50,United Arab Emirates,148,10,36.3,291,50,335350.json
6/26/2008,Asia Cup,National Stadium,male,ODI,India,,6,SK Raina,Pakistan,bat,Pakistan,299,5,50,India,301,4,42.1,300,50,335351.json
6/27/2008,Australia in West Indies ODI Series,National Cricket Stadium,male,ODI,Australia,63,,MJ Clarke,Australia,bat,Australia,213,5,50,West Indies,140,8,41,204,41,319144.json
6/28/2008,NatWest Series,Lord's,male,ODI,New Zealand,51,,SB Styris,England,field,New Zealand,266,5,50,England,215,10,47.5,267,50,296908.json
6/28/2008,Asia Cup,National Stadium,male,ODI,India,,7,SK Raina,Bangladesh,bat,Bangladesh,283,6,50,India,284,3,43.2,284,50,335352.json
6/29/2008,Australia in West Indies ODI Series,National Cricket Stadium,male,ODI,Australia,,7,SR Watson,Australia,field,West Indies,223,10,48,Australia,227,3,40.3,224,50,319145.json
6/29/2008,Bermuda in Canada ODI Series,Maple Leaf North-West Ground,male,ODI,Bermuda,11,,S Dhaniram,Canada,field,Bermuda,201,8,50,Canada,184,10,45.3,196,47,325569.json
6/29/2008,Asia Cup,National Stadium,male,ODI,Sri Lanka,64,,KC Sangakkara,Pakistan,field,Sri Lanka,302,7,50,Pakistan,238,9,50,303,50,335353.json
6/30/2008,Asia Cup,National Stadium,male,ODI,Sri Lanka,158,,ST Jayasuriya,Sri Lanka,bat,Sri Lanka,332,8,50,Bangladesh,174,10,38.3,333,50,335354.json
7/2/2008,Asia Cup,National Stadium,male,ODI,Pakistan,,8,Younis Khan,India,bat,India,308,7,50,Pakistan,309,3,45.3,309,50,335355.json
7/3/2008,Asia Cup,National Stadium,male,ODI,India,,6,MS Dhoni,Sri Lanka,bat,Sri Lanka,308,8,50,India,310,4,46.5,309,50,335356.json
7/4/2008,Australia in West Indies ODI Series,Warner Park,male,ODI,Australia,1,,A Symonds,West Indies,field,Australia,282,8,49.5,West Indies,281,6,50,283,50,319146.json
7/4/2008,Asia Cup,National Stadium,male,ODI,Pakistan,,10,Abdur Rauf,Bangladesh,bat,Bangladesh,115,10,38.2,Pakistan,116,0,19.4,116,50,335357.json
7/6/2008,Australia in West Indies ODI Series,Warner Park,male,ODI,Australia,169,,L Ronchi,Australia,bat,Australia,341,8,50,West Indies,172,10,39.5,342,50,319147.json
7/6/2008,Asia Cup,National Stadium,male,ODI,Sri Lanka,100,,BAW Mendis,India,field,Sri Lanka,273,10,49.5,India,173,10,39.3,274,50,335358.json
7/29/2008,European Championship Division One,Clontarf Cricket Club Ground,male,ODI,Scotland,,6,,Netherlands,bat,Netherlands,117,10,39.2,Scotland,120,4,22.2,118,50,325579.json
7/31/2008,European Championship Division One,Clontarf Cricket Club Ground,male,ODI,Ireland,,7,,Ireland,field,Scotland,152,9,35,Ireland,129,3,23.4,128,27,325580.json
8/12/2008,Kenya in Scotland ODI Series,Cambusdoon New Ground,male,ODI,,,,,Scotland,field,Kenya,141,8,35,Scotland,31,1,8.1,141,35,325572.json
8/18/2008,India in Sri Lanka ODI Series,Rangiri Dambulla International Stadium,male,ODI,Sri Lanka,,8,BAW Mendis,India,bat,India,146,10,46,Sri Lanka,147,2,34.5,147,50,343732.json
8/20/2008,India in Sri Lanka ODI Series,Rangiri Dambulla International Stadium,male,ODI,India,,3,Z Khan,India,field,Sri Lanka,142,10,38.3,India,143,7,39.4,143,50,343733.json
8/22/2008,NatWest Series,Headingley,male,ODI,England,20,,KP Pietersen,England,bat,England,275,4,50,South Africa,255,10,49.4,276,50,296914.json
8/24/2008,India in Sri Lanka ODI Series,R Premadasa Stadium,male,ODI,India,33,,MS Dhoni,India,bat,India,237,9,50,Sri Lanka,204,10,49,238,50,343734.json
8/25/2008,Kenya in Ireland ODI Series,Civil Service Cricket Club,male,ODI,,,,,Kenya,field,Ireland,18,2,8,,,,,,,325576.json
8/26/2008,NatWest Series,Trent Bridge,male,ODI,England,,10,SCJ Broad,South Africa,bat,South Africa,83,10,23,England,85,0,14.1,84,50,296915.json
8/27/2008,India in Sri Lanka ODI Series,R Premadasa Stadium,male,ODI,India,46,,SK Raina,India,bat,India,258,10,49.4,Sri Lanka,212,10,46.3,259,50,366341.json
8/29/2008,NatWest Series,Kennington Oval,male,ODI,England,126,,SR Patel,South Africa,field,England,296,7,50,South Africa,170,10,42.4,297,50,296916.json
8/29/2008,India in Sri Lanka ODI Series,R Premadasa Stadium,male,ODI,Sri Lanka,112,,KMDN Kulasekara,Sri Lanka,bat,Sri Lanka,227,6,50,India,103,10,26.3,216,44,343736.json
8/30/2008,Bangladesh in Australia ODI Series,Marrara Cricket Ground,male,ODI,Australia,180,,MEK Hussey,Bangladesh,field,Australia,254,8,50,Bangladesh,74,10,27.4,255,50,336201.json
8/31/2008,NatWest Series,Lord's,male,ODI,England,,7,A Flintoff,England,field,South Africa,183,6,32.1,England,137,3,17.4,137,20,296917.json
9/3/2008,NatWest Series,Sophia Gardens,male,ODI,,,,,England,field,South Africa,6,1,3,,,,,,,296918.json
9/3/2008,Bangladesh in Australia ODI Series,Marrara Cricket Ground,male,ODI,Australia,,8,SE Marsh,Bangladesh,bat,Bangladesh,117,10,36.1,Australia,118,2,22.4,118,50,336202.json
9/6/2008,Bangladesh in Australia ODI Series,Marrara Cricket Ground,male,ODI,Australia,73,,Tamim Iqbal,Australia,bat,Australia,198,5,50,Bangladesh,125,9,29.5,199,50,336204.json
10/17/2008,Tri-Nation Tournament in Kenya,Gymkhana Club Ground,male,ODI,Zimbabwe,156,,,Zimbabwe,bat,Zimbabwe,303,8,50,Ireland,147,10,46,304,50,325581.json
